;_______ 1;;_______ 1
x0;0.09263186530767539;;x0 0.09263186530767539
x1;2.412456620696132;;x1 2.412456620696132
x2;0.49665817754883085;;x2 0.49665817754883085
x3;0.6832076978432964;;x3 0.6832076978432964
x4;0.838031362501718;;x4 0.838031362501718
x5;3.47275789273095;;x5 3.47275789273095
x6;1.9040332220267155;;x6 1.9040332220267155
x7;0.42144632752661804;;x7 0.42144632752661804
x8;2.801122195618678;;x8 2.801122195618678
x9;0.013331788446937371;;x9 0.013331788446937371
x10;2.8119392625465345;;x10 2.8119392625465345
;;;
;_______ 2;;_______ 2
x0;0.421859432093392;;x0 0.421859432093392
x1;1.696507593889245;;x1 1.696507593889245
x2;1.7483530807772416;;x2 1.7483530807772416
x3;2.048753581368313;;x3 2.048753581368313
x4;0.509362670187821;;x4 0.509362670187821
x5;0.08859439973880699;;x5 0.08859439973880699
x6;0.09349622740448715;;x6 0.09349622740448715
x7;0.011062741473924819;;x7 0.011062741473924819
x8;1.0886381675151746;;x8 1.0886381675151746
x9;3.396638262486344;;x9 3.396638262486344
x10;0.6675520604121172;;x10 0.6675520604121172
;;;
;_______ 3;;_______ 3
x0;0.5015643140143153;;x0 0.5015643140143153
x1;1.54540209770572;;x1 1.54540209770572
x2;2.998416327426125;;x2 2.998416327426125
x3;1.0673049738642684;;x3 1.0673049738642684
x4;1.6625034934094551;;x4 1.6625034934094551
x5;3.592935710344499;;x5 3.592935710344499
x6;3.110459205108723;;x6 3.110459205108723
x7;2.756853704368063;;x7 2.756853704368063
x8;0.527147707606397;;x8 0.527147707606397
x9;1.7698180542384403;;x9 1.7698180542384403
x10;0.07628763896093273;;x10 0.07628763896093273
;;;
;_______ 4;;_______ 4
x0;1.628027133400632;;x0 1.628027133400632
x1;0.9788194813493915;;x1 0.9788194813493915
x2;0.378330952965489;;x2 0.378330952965489
x3;1.1086261311508272;;x3 1.1086261311508272
x4;2.5773808176310293;;x4 2.5773808176310293
x5;0.5058662854064888;;x5 0.5058662854064888
x6;0.7765189237739901;;x6 0.7765189237739901
x7;1.6182994888987843;;x7 1.6182994888987843
x8;0.9508223242502545;;x8 0.9508223242502545
x9;0.9717430284192283;;x9 0.9717430284192283
x10;0.03504256360311231;;x10 0.03504256360311231
;;;
;_______ 5;;_______ 5
x0;6.466383574928583;;x0 6.466383574928583
x1;2.156636149983294;;x1 2.156636149983294
x2;0.14571946503281646;;x2 0.14571946503281646
x3;2.2106532116764663;;x3 2.2106532116764663
x4;0.7014031998203453;;x4 0.7014031998203453
x5;1.3005493629882694;;x5 1.3005493629882694
x6;1.283201975055716;;x6 1.283201975055716
x7;0.044521941637546324;;x7 0.044521941637546324
x8;0.8830111992810189;;x8 0.8830111992810189
x9;1.5379925504130003;;x9 1.5379925504130003
x10;1.3911939783556038;;x10 1.3911939783556038
