;_______ 1;;_______ 1
x0;1.3390667022915004;;x0 1.3390667022915004
x1;0.3228263432568516;;x1 0.3228263432568516
x2;1.9869858879818791;;x2 1.9869858879818791
x3;3.8159882806243055;;x3 3.8159882806243055
x4;1.564032126843772;;x4 1.564032126843772
x5;2.307178015515104;;x5 2.307178015515104
x6;4.672461508177665;;x6 4.672461508177665
x7;0.3200622623492342;;x7 0.3200622623492342
x8;1.051255712265497;;x8 1.051255712265497
x9;0.5771876065301429;;x9 0.5771876065301429
x10;2.4906924592685376;;x10 2.4906924592685376
;;;
;_______ 2;;_______ 2
x0;1.178518518621676;;x0 1.178518518621676
x1;3.4987387540232473;;x1 3.4987387540232473
x2;0.7282335725913059;;x2 0.7282335725913059
x3;0.38513763338197965;;x3 0.38513763338197965
x4;2.1437819283249855;;x4 2.1437819283249855
x5;0.780800040693563;;x5 0.780800040693563
x6;0.821248081837089;;x6 0.821248081837089
x7;0.647936124415175;;x7 0.647936124415175
x8;0.1607623586116671;;x8 0.1607623586116671
x9;0.7617389681070378;;x9 0.7617389681070378
x10;0.4746787133669239;;x10 0.4746787133669239
;;;
;_______ 3;;_______ 3
x0;0.1671170553530646;;x0 0.1671170553530646
x1;3.9107174582542776;;x1 3.9107174582542776
x2;1.8215056802611653;;x2 1.8215056802611653
x3;0.4264536096400773;;x3 0.4264536096400773
x4;0.06252214832488166;;x4 0.06252214832488166
x5;2.172876459354016;;x5 2.172876459354016
x6;1.5325857928271636;;x6 1.5325857928271636
x7;0.5642249415251147;;x7 0.5642249415251147
x8;1.6173595465924782;;x8 1.6173595465924782
x9;2.4991112337843666;;x9 2.4991112337843666
x10;2.211542683212417;;x10 2.211542683212417
;;;
;_______ 4;;_______ 4
x0;0.1826342919954657;;x0 0.1826342919954657
x1;0.10433272892634289;;x1 0.10433272892634289
x2;2.6471427670776984;;x2 2.6471427670776984
x3;1.4705062030228664;;x3 1.4705062030228664
x4;1.0548003675301993;;x4 1.0548003675301993
x5;2.446618237531926;;x5 2.446618237531926
x6;0.6949208687224289;;x6 0.6949208687224289
x7;0.6925317836453877;;x7 0.6925317836453877
x8;1.6353311001596584;;x8 1.6353311001596584
x9;0.2513652468253784;;x9 0.2513652468253784
x10;0.37180192287870756;;x10 0.37180192287870756
;;;
;_______ 5;;_______ 5
x0;0.3992425939139812;;x0 0.3992425939139812
x1;3.109562673495599;;x1 3.109562673495599
x2;0.024296762766848116;;x2 0.024296762766848116
x3;0.5931796236289211;;x3 0.5931796236289211
x4;1.154153155905119;;x4 1.154153155905119
x5;1.9831751897831331;;x5 1.9831751897831331
x6;2.3960842016096473;;x6 2.3960842016096473
x7;1.3269514112943845;;x7 1.3269514112943845
x8;1.312699495917679;;x8 1.312699495917679
x9;0.04031010441952074;;x9 0.04031010441952074
x10;2.524323369427665;;x10 2.524323369427665
